72.44,68.06,74.82
34.16,19.48,20.92
32.66,16.24,17.86
32.38,15.06,17.20
32.24,14.76,16.44
32.14,14.40,16.36
32.12,14.38,16.44
32.14,14.00,16.36
32.16,13.90,16.34
32.18,13.66,16.30
32.18,13.80,16.22
32.20,13.72,16.20
32.16,13.76,16.16
32.14,13.72,16.32
32.12,13.84,16.36
32.10,13.82,16.46
32.08,13.64,16.44
32.10,13.72,16.70
32.10,13.76,16.62
32.08,13.56,16.64
32.08,13.58,16.60
32.12,13.50,16.64
32.10,13.60,16.48
32.08,13.60,16.58
32.08,13.58,16.60
32.08,13.52,16.66
32.08,13.48,16.64
32.08,13.48,16.72
32.08,13.42,16.84
32.08,13.34,16.64
32.08,13.32,16.72
32.08,13.36,16.84
32.08,13.42,16.82
32.08,13.42,16.88
32.08,13.44,16.90
32.08,13.46,17.02
32.08,13.42,17.00
32.08,13.48,16.92
32.08,13.44,16.96
32.08,13.46,17.04
32.08,13.42,17.02
32.08,13.40,16.94
32.08,13.42,16.94
32.08,13.40,17.02
32.08,13.40,17.04
32.08,13.40,17.06
32.08,13.40,17.06
32.08,13.36,17.02
32.08,13.34,17.02
32.08,13.34,16.98
32.08,13.32,17.04
32.08,13.34,17.00
32.08,13.36,16.92
32.08,13.32,16.92
32.08,13.34,16.90
32.08,13.32,16.88
32.08,13.34,16.90
32.08,13.34,16.98
32.08,13.36,16.96
32.08,13.36,16.96
32.08,13.36,16.98
32.08,13.34,16.96
32.08,13.36,16.98
32.08,13.36,16.98
32.08,13.38,17.00
32.08,13.38,16.96
32.08,13.40,16.98
32.08,13.40,16.96
32.08,13.38,16.96
32.08,13.38,16.98
32.08,13.40,16.98
32.08,13.36,17.00
32.08,13.38,17.02
32.08,13.40,17.02
32.08,13.42,17.02
32.08,13.42,17.02
32.08,13.40,17.02
32.08,13.42,17.02
32.08,13.42,17.02
32.08,13.40,17.02
